panel,P,parameter,x_median,relative_median,relative_p05,relative_p95,absolute_bits_median,absolute_bits_p95,ratio_median,alignment_high_median,alignment_low_median,frequency_correlation_mean
A,0.9,0.13634783972515457,0.040916477997792744,0.024818061048591966,-0.42728520886900534,0.414954776141676,0.0033971328403179513,0.009685788128310878,1.000248180610486,1.4441546490152644,-1.4742426473439219,-0.005524615289059634
A,0.9,0.17521360517587056,0.052481883410655045,0.06484542008165164,-0.4613773638963178,0.5642044994368,0.004546523541153591,0.012377730180776408,1.0006484542008165,1.8532982693261042,-1.88736938701255,0.012749427345135783
A,0.9,0.22515800397431665,0.06751898341086447,0.07677222634039785,-0.6014808145198195,0.7124054369930892,0.005353734923145281,0.014670822684745385,1.000767722263404,2.3578866863086194,-2.433321388086571,0.0010177498688335857
A,0.9,0.28933898542189235,0.08668534752895829,0.10044508754781095,-0.7982047146073135,0.9387268343533269,0.00701190028052856,0.019657923866531635,1.001004450875478,3.0044488411626427,-3.1183026852194886,-0.004502585458597727
A,0.9,0.37181466795432894,0.11155866806780479,0.14918735903785615,-0.9802053237452717,1.191171383015834,0.008870211079288426,0.025505339043461302,1.0014918735903784,3.799240142759211,-4.00866934304204,-0.007266226174402566
A,0.9,0.4777999311237224,0.1444032390391844,0.3951108238904816,-1.139745027013616,1.6722642691349558,0.012983584903230705,0.03428094155779289,1.0039511082389048,4.762785148662424,-5.153647388405646,0.005453958943270301
A,0.9,0.6139961487745171,0.1839572273139159,0.571163984315231,-1.418303073425769,2.2070255343262097,0.016859428134090915,0.045091667593180854,1.0057116398431525,5.9384767014249675,-6.474257169511535,0.003950423019525979
A,0.9,0.7890149122108604,0.23536417445058644,0.8518776479353483,-1.272637799725329,2.8915107418964925,0.020915507365236508,0.05588992981495972,1.0085187764793533,7.291132681509797,-8.06901221082919,0.007355950544524978
A,0.9,1.013922535073968,0.2985913076799001,1.1788066952389111,-1.4319170022558025,3.79102574491884,0.027857571079866306,0.0731556552393822,1.011788066952389,8.76975730892494,-9.853354087822057,0.0019709610564135603
A,0.9,1.302939768590944,0.37558784335565626,1.7962258371688933,-1.8500575995715032,4.819814055243446,0.03863815434474338,0.09594849170791521,1.017962258371689,10.270942598595038,-11.845204991863415,-0.003822400457472159
A,0.9,1.6743409696994005,0.465825665233928,2.476790077559756,-2.0536693059486626,6.019578714550041,0.05273660647972711,0.1168376808574259,1.0247679007755974,11.66656271461092,-13.734106009604584,-0.0009430207428078763
A,0.9,2.151609575817667,0.5497802582664996,3.4822652425622063,-1.7142837681375382,7.120224040314134,0.06925547051424408,0.13821812018577015,1.034822652425622,12.829670267044275,-15.212150462029676,0.0025753796386630344
A,0.9,2.7649229461197575,0.632665605407825,4.117539464520522,-2.041412414374288,8.49070705126428,0.08099780995294625,0.16384569232045107,1.0411753946452054,13.661982702563577,-16.145460097290233,-0.011404762565571314
A,0.9,3.5530604547873605,0.7071959563129233,4.966861819464371,-0.5119289640488909,9.68786538695561,0.09584583575392336,0.186947329810033,1.0496686181946435,14.312505864305072,-16.677655079115418,0.003337111435252605
A,0.9,4.565855483636677,0.7692202187736842,5.963933280698829,-0.909557152040421,10.499954628802513,0.1150863846119361,0.2026182654874786,1.0596393328069884,14.727880442190113,-16.75635800604108,-0.00042105478867859425
A,0.9,5.867346351893901,0.8163693339889047,6.660608820145114,-0.7856046315430495,11.692272496764646,0.1290300573329679,0.22562649617578284,1.0666060882014512,15.007922286554088,-16.5406327175193,0.0073220524444578255
A,0.9,7.5398254141987815,0.8550480033468848,6.843783031759035,0.10301942467549206,11.928460843367224,0.13263373052641247,0.2301842371193194,1.0684378303175903,15.20841595457205,-16.087482688441533,-0.00246375712449361
